Name,Address,Postcode,City,Phone,Website
Clinique Montbrillant,"Rue de la Montagne 2, 2300 La Chaux-de-Fonds",2300,Chaux-de-Fonds,tel:+41329100400,https://www.local.ch/en/d/la-chaux-de-fonds/2300/clinique-montbrillant-bsRxf3P83_59hwGiPd1Uaw
Clinique Muller,"Rue du Lion-d'Or 4, 1003 Lausanne",1003,Lausanne,tel:+41213118495,https://www.local.ch/en/d/lausanne/1003/clinique-muller-iWbekIJUIFRZPQe5kw-9ug
Clinique OPS,"Rue de Carouge 18, 1205 Genève",1205,Genève,tel:+41788080745,https://www.local.ch/en/d/geneve/1205/podology/clinique-ops-L3-PFTyvoVy1_Vort0LjdQ
CLINIQUE PODERM SARL,"Rue Baylon 2B, 1227 Carouge GE",1227,GE,,https://www.local.ch/en/d/carouge-ge/1227/clinique-poderm-sarl-QNvCdlamIUlBWl84zWOJ5Q
CLINIQUE PODOLOGIQUE,"Avenue d'Echallens 61, 1004 Lausanne",1004,Lausanne,tel:+41216253889,https://www.local.ch/en/d/lausanne/1004/clinique-podologique-1vkj2Z4QvtSsnLjRSFsGMQ
Clinique Rive Gauche,"Rue Pierre-Fatio 15, 1204 Genève",1204,Genève,tel:+41225529595,https://www.local.ch/en/d/geneve/1204/clinique-rive-gauche-lUHd_KtpMnM_h4cCkYLyzg
Clinique Suisse (CS) SA,"Place Ruth-BÖSIGER 6, 1201 Genève",1201,Genève,tel:+41223118888,https://www.local.ch/en/d/geneve/1201/clinique-suisse-cs-sa-SaZbwHgauFtv_G88j2vrgg
Clinique universitaire de médecine dentaire (CUMD),"Rue Michel-Servet 1, 1206 Genève",1206,Genève,,https://www.local.ch/en/d/geneve/1206/clinique-universitaire-de-medecine-dentaire-cumd-bpIBnunX_2-VheYQxXwgow
Clinique Vétérinaire du Vieux-Château Grands Animaux Sàrl (Grosstiere,"Bodenackerstrasse 1, 4226 Breitenbach",4226,Breitenbach,tel:+41791213636,https://www.local.ch/en/d/breitenbach/4226/clinique-veterinaire-du-vieux-chateau-grands-animaux-sarl-grosstiere-Q56wKlzel_qh-FNowOuYcg
Clinique Vétérinaire La Condemène Sàrl,"Route de Coeuve 19, 2900 Porrentruy",2900,Porrentruy,tel:+41324662077,https://www.local.ch/en/d/porrentruy/2900/animal-clinic/clinique-veterinaire-la-condemene-sarl-y8HSpIiGfyDN720mCAPZ4w
Clinique Volta,"Rue Numa-Droz 185, 2300 La Chaux-de-Fonds",2300,Chaux-de-Fonds,tel:+41329123000,https://www.local.ch/en/d/la-chaux-de-fonds/2300/clinique-volta-zaLWfFbhDNB1twJr26B3bQ
Anicura Kleintierpraxis Sursee AG,"Eichenstrasse 1, 6210 Sursee",6210,Sursee,tel:+41419219393,https://www.local.ch/en/d/sursee/6210/vet/anicura-kleintierpraxis-sursee-ag-fiF1jW91hPcI1aih2VF1wQ
AniCura Tierarztpraxis am Homberg,"Dorfstrasse 18, 4612 Wangen b. Olten",4612,Olten,tel:+41622138282,https://www.local.ch/en/d/wangen-b-olten/4612/vet/anicura-tierarztpraxis-am-homberg-KugDqxOFr3dUczC9uZSMoQ
Centres dentaires du Léman Villeneuve,"Route du Simplon 21, 1845 Noville",1845,Noville,tel:+41219682828,https://www.local.ch/en/d/noville/1845/dentist/centres-dentaires-du-leman-villeneuve-Qtv5ADbI6BPt2ee7OQ7tsA
Vista Augenklinik Seefeld,"Holbeinstrasse 25, 8008 Zürich",8008,Zürich,tel:+41442666090,https://www.local.ch/en/d/zuerich/8008/ophthalmic-clinics/vista-augenklinik-seefeld-fcw4dwhtxehyDCTF3ZRlig
ABA Aeschenplatz Zahnklinik,"Aeschengraben 26, 4051 Basel",4051,Basel,tel:+41612266000,https://www.local.ch/en/d/basel/4051/dentist/aba-aeschenplatz-zahnklinik-sH5pjneGvj-3kcN6RceGKA
ACC Am Claraplatz Zahnklinik,"Claragraben 83, 4058 Basel",4058,Basel,tel:+41618338000,https://www.local.ch/en/d/basel/4058/dentist/acc-am-claraplatz-zahnklinik-PEBfunoJo1OY3aURvrcX0Q
ADMEDICO Augenzentrum AG,"Fährweg 10, 4600 Olten",4600,Olten,tel:+41622068737,https://www.local.ch/en/d/olten/4600/eye-center/admedico-augenzentrum-ag-1VnLr8k-GhKvkWMqiH1Hrg
Dr. med. dent. Al Guburie Abass,"Rümlangstrasse 6, 8154 Oberglatt ZH",8154,ZH,tel:+41448503382,https://www.local.ch/en/d/oberglatt-zh/8154/dentist/dr-med-dent-al-guburie-abass-yZ1Wz2Vji_nT6jaF9Rj5MA
Allergiepraxis Dr. Cahen,"Schützenmattstrasse 41, 4051 Basel",4051,Basel,tel:+41612053232,https://www.local.ch/en/d/basel/4051/allergies/allergiepraxis-dr-cahen-2SeBK7P1_YCrDa5h3pOoJw
Allergiezentrum Medikos,"Sternackerstrasse 7, 9000 St. Gallen",9000,Gallen,tel:+41712201582,https://www.local.ch/en/d/st-gallen/9000/cosmetic-institute/allergiezentrum-medikos-FAl4gNZu0Zwrr_m7xC2tQg
Ambulante Anästhesie Praxis,"Strubenacher 13, 8126 Zumikon",8126,Zumikon,tel:+41449184747,https://www.local.ch/en/d/zumikon/8126/anaesthesiology/ambulante-anaesthesie-praxis-ekoLRuYReHgIQyWtde4aDQ
ARGUS Augen AG,"Sorenbühlweg 8, 5610 Wohlen AG",5610,AG,tel:+41566220030,https://www.local.ch/en/d/wohlen-ag/5610/eye-center/argus-augen-ag-WSRUB_xgt1QOSIKugp8C_Q
Ästhetik- und Laserzentrum Zürichsee,"Dorfstrasse 94, 8706 Meilen",8706,Meilen,tel:+41449252020,https://www.local.ch/en/d/meilen/8706/laser-medical-treatment/aesthetik-und-laserzentrum-zuerichsee-bHFcuZ-24UPAy7ThGmOv7Q
Augen Zentrum Fankhauser AG,"Gutenbergstrasse 18, 3011 Bern",3011,Bern,tel:+41313019880,https://www.local.ch/en/d/bern/3011/ophthalmic-clinics/augen-zentrum-fankhauser-ag-EglMnEeVqvvNrGoZupAuzw
Augen Zentrum Gutenberg AG,"Gutenbergstrasse 18, 3011 Bern",3011,Bern,tel:+41313116022,https://www.local.ch/en/d/bern/3011/eye-center/augen-zentrum-gutenberg-ag-96wjD3T-zle7ZdGasP9ZVA
Augenarzt Berikon Mutschellen,"Bellikerstrasse 11, 8965 Berikon",8965,Berikon,tel:+41565443603,https://www.local.ch/en/d/berikon/8965/eye-center/augenarzt-berikon-mutschellen-1g7l0CCpb-9k_9G6IKFDsQ
Augenarzt Zollikon,"Seestrasse 45, 8702 Zollikon",8702,Zollikon,tel:+41445378590,https://www.local.ch/en/d/zollikon/8702/ophthalmology/augenarzt-zollikon-HqjuuKqk0CsQ2Ij-EDRNxw
Augenärzte St.Gallen,"Multergasse 10, 9000 St. Gallen",9000,Gallen,tel:+41712224444,https://www.local.ch/en/d/st-gallen/9000/ophthalmology/augenaerzte-st-gallen-vh4nplBT99Oy7wKcYxDpCg
Augenarztpraxis,"Dorfstrasse 43, 8630 Rüti ZH",8630,ZH,tel:+41552407600,https://www.local.ch/en/d/rueti-zh/8630/ophthalmic-clinics/augenarztpraxis-Jh-0CQYqKuCJ2WKVPYatYQ
Augenarztpraxis Wabern,"Eichholzstrasse 2, 3084 Wabern",3084,Wabern,tel:+41313050101,https://www.local.ch/en/d/wabern/3084/ophthalmology/augenarztpraxis-wabern-BAA4qk5AVL4F90e7ie7XTg
Augenklinik Heuberger AG,"Fährweg 10, 4600 Olten",4600,Olten,tel:+41622067722,https://www.local.ch/en/d/olten/4600/ophthalmology/augenklinik-heuberger-ag-rRrzsJ7HHwRL-yvqEi9CyQ
Augenklinik Heuberger AG,"Zuchwilerstrasse 41, 4500 Solothurn",4500,Solothurn,tel:+41326257934,https://www.local.ch/en/d/solothurn/4500/ophthalmology/augenklinik-heuberger-ag-NGT0P1g3IJUsJOzCxJgxHA
Augenklinik Klinik Hohmad,"Hohmadstrasse 1, 3600 Thun",3600,Thun,tel:+41332252655,https://www.local.ch/en/d/thun/3600/ophthalmic-clinics/augenklinik-klinik-hohmad-WLcGB_2kteuIhdPykrbNLQ
Augenklinik Orasis - AugenZentrumPajic,"Titlisstrasse 44, 5734 Reinach AG",5734,AG,tel:+41627656080,https://www.local.ch/en/d/reinach-ag/5734/ophthalmology/augenklinik-orasis-augenzentrumpajic-IQF1Q6JctfVztlAdqRsR1Q
Augenklinik Pallas Aarau,"Bahnhofplatz 4, 5000 Aarau",5000,Aarau,tel:+41583350000,https://www.local.ch/en/d/aarau/5000/ophthalmology/augenklinik-pallas-aarau-nxO8YxK4g08tfONtPd80CA
Augenklinik Pallas Bern,"Länggassstrasse 18, 3012 Bern",3012,Bern,tel:+41583356110,https://www.local.ch/en/d/bern/3012/ophthalmology/augenklinik-pallas-bern-fIB9P1CD-ZxqoYKNVFn3kw
Augenklinik Pallas Zürich,"Limmatstrasse 252, 8005 Zürich",8005,Zürich,tel:+41583350000,https://www.local.ch/en/d/zuerich/8005/ophthalmology/augenklinik-pallas-zuerich-QpEjUV489s5oSaGStW2XFw
Augenklinik Thurgau,"Thundorferstrasse 4, 8500 Frauenfeld",8500,Frauenfeld,tel:+41522034000,https://www.local.ch/en/d/frauenfeld/8500/eye-center/augenklinik-thurgau-lAwD3fQ5pCNQTAiyAzf43A
Augentagesklinik Brugg,"Fröhlichstrasse 7, 5200 Brugg AG",5200,AG,tel:+41565110555,https://www.local.ch/en/d/brugg-ag/5200/eye-center/augentagesklinik-brugg-I9w3Alw1Qq3LiH_EIt955w
Augenzentrum Möhlin,"Riburgerstrasse 22, 4313 Möhlin",4313,Möhlin,tel:+41615178000,https://www.local.ch/en/d/moehlin/4313/eye-center/augenzentrum-moehlin--Dg9U2rwITx0-vXn7ATJww
Augenzentrum Pallas Winterthur,"Gertrudstrasse 1, 8400 Winterthur",8400,Winterthur,tel:+41583350000,https://www.local.ch/en/d/winterthur/8400/eye-center/augenzentrum-pallas-winterthur-QfZ0hUkIoy03d0vFmJ2kRA
Augenzentrum Perron West,"Aarauerstrasse 8- 10, 5630 Muri AG",5630,AG,,https://www.local.ch/en/d/muri-ag/5630/ophthalmic-clinics/augenzentrum-perron-west-2xCTq46-dG4iZBg90diYPQ
Augenzentrum Sissach AG,"Hauptstrasse 82, 4450 Sissach",4450,Sissach,tel:+41619730933,https://www.local.ch/en/d/sissach/4450/ophthalmology/augenzentrum-sissach-ag-fIzvB7w9wU3J8foOhgbpcQ
augenzentrum visuell,"Bachstrasse 38, 8200 Schaffhausen",8200,Schaffhausen,tel:+41526247632,https://www.local.ch/en/d/schaffhausen/8200/ophthalmology/augenzentrum-visuell-hrciT-UI-Pz8glpgCELlcg
Augenzentrum Wiedikon,"Birmensdorferstrasse 55, 8004 Zürich",8004,Zürich,tel:+41444615444,https://www.local.ch/en/d/zuerich/8004/ophthalmic-surgery/augenzentrum-wiedikon-5q8S6G80Tad9t-96SW4xkQ
Augenzentrum Winterthur,"Lagerhausstrasse 10, 8400 Winterthur",8400,Winterthur,,https://www.local.ch/en/d/winterthur/8400/eye-center/augenzentrum-winterthur-TBeCJVxMeq8gAQ5puQGSTA
Beo-Vet Gross- & Kleintierpraxis Meiringen,"Turenmattenstrasse 8, 3860 Meiringen",3860,Meiringen,tel:+41339718181,https://www.local.ch/en/d/meiringen/3860/vet/beo-vet-gross-kleintierpraxis-meiringen-ZHZsacJSu1PhbVzK_Qd7Vg
BeoVet Gross- & Kleintierpraxis Interlaken,"Hauptstrasse 37, 3800 Matten b. Interlaken",3800,Interlaken,tel:+41338221163,https://www.local.ch/en/d/matten-b-interlaken/3800/vet/beovet-gross-kleintierpraxis-interlaken-duSIo20BqFbcujUvwZAY_g
Berner Augenklinik,"Zieglerstrasse 29, 3007 Bern",3007,Bern,tel:+41313111222,https://www.local.ch/en/d/bern/3007/ophthalmic-clinics/berner-augenklinik-MiQgN4SX2w0eT1pdbVktjw
Bodensee-Hochrhein- Privatklinik-GmbH,"Stemmerstrasse 45, 8238 Büsingen",8238,Büsingen,tel:+41526573730,https://www.local.ch/en/d/buesingen/8238/surgery/bodensee-hochrhein-privatklinik-gmbh-flYfg-BJV-_AV70pcZEQrQ
Dr méd. Borer Monika,"Route de Moncor 12, 1752 Villars-sur-Glâne",1752,Villars-sur-Glâne,tel:+41265520011,https://www.local.ch/en/d/villars-sur-glane/1752/allergology-and-clinical-immunology/dr-med-borer-monika-3voCHyYVL_6dZeq4SPh61A
brillenfrei.ch,"Centralbahnstrasse 16, 4051 Basel",4051,Basel,tel:+41612702060,https://www.local.ch/en/d/basel/4051/ophthalmic-surgery/brillenfrei-ch-Zla0NuWRKubhCzp0XBjOHw
Cabinet dentaire Art'Dent Sàrl,"Avenue Léopold-Robert 31, 2300 La Chaux-de-Fonds",2300,Chaux-de-Fonds,tel:+41329140551,https://www.local.ch/en/d/la-chaux-de-fonds/2300/dentist/cabinet-dentaire-art-dent-sarl-QIjTHwU9S_LudSi1wbWJVQ
Cabinet dentaire Clinilac,"Rue Madeleine 18, 1003 Lausanne",1003,Lausanne,tel:+41213129440,https://www.local.ch/en/d/lausanne/1003/dentist/cabinet-dentaire-clinilac-4n0JEd0SN8u8LEwoo3SM-w
Cabinet Dentaire Crans Sourire,"Rue du Grand Pré 15, 1299 Crans VD",1299,VD,tel:+41228101515,https://www.local.ch/en/d/crans-vd/1299/dentist/cabinet-dentaire-crans-sourire-z8-kW60i2DWTyNuuDjwtFA
Cabinet Dentaire de Rumine,"Avenue de Rumine 8, 1005 Lausanne",1005,Lausanne,tel:+41213127010,https://www.local.ch/en/d/lausanne/1005/dental-clinic/cabinet-dentaire-de-rumine-wjpKcVMYjPDl1Aeucw3o5w
Cabinet dentaire du Léman,"Route Suisse 9B, 1295 Mies",1295,Mies,tel:+41227556500,https://www.local.ch/en/d/mies/1295/orthodontics/cabinet-dentaire-du-leman-WM38vprdJ45EjaA-4yaAzA
Cabinet Vétérinaire,"Rue Baptiste-Savoye 51, 2610 St-Imier",2610,St-Imier,tel:+41329443630,https://www.local.ch/en/d/st-imier/2610/vet/cabinet-veterinaire-iszh7mo4o-DH7rVWr-zmGQ
Cabinet vétérinaire d'AVRY-BOURG,"Avry-Bourg 5, 1754 Avry-sur-Matran",1754,Avry-sur-Matran,tel:+41264701773,https://www.local.ch/en/d/avry-sur-matran/1754/vet/cabinet-veterinaire-d-avry-bourg-2v9WQYUfGOcywd8daUNUww
Cabinet Vétérinaire de St-Jean,"Rue de Saint-Jean 28, 1203 Genève",1203,Genève,tel:+41223402727,https://www.local.ch/en/d/geneve/1203/vet/cabinet-veterinaire-de-st-jean-JBflpiF1_YG1GLoaPWAxEQ
Cabinet vétérinaire Vetmidi,"Rue du Pont-Levis 2, 1162 St-Prex",1162,St-Prex,tel:+41218063636,https://www.local.ch/en/d/st-prex/1162/vet/cabinet-veterinaire-vetmidi-oVUfuFlHZALuyoPb9esCrg
Cabinet vétérinaire VETPULLY,"Avenue Charles-Ferdinand-Ramuz 60, 1009 Pully",1009,Pully,tel:+41217298336,https://www.local.ch/en/d/pully/1009/vet/cabinet-veterinaire-vetpully-gEG8j3V5C9I9ITVc-G11NQ
Cenas Centre de médecine du sommeil,"Chemin de la Gravière 3, 1225 Chêne-Bourg",1225,Chêne-Bourg,tel:+41223071095,https://www.local.ch/en/d/chene-bourg/1225/medical-centre/cenas-centre-de-medecine-du-sommeil-52abokJnSufms18Bndz6iw
Centre de Neurologie et Neurophysiologie Clinique (CNNC,"Avenue Eugène-Pittard 34, 1206 Genève",1206,Genève,,https://www.local.ch/en/d/geneve/1206/medical-centre/centre-de-neurologie-et-neurophysiologie-clinique-cnnc-Tgt26rdISTRZgwuDNTUQXQ
Centre de soins dentaires de Plan-les-Ouates,"Route de Saint-Julien 176B, 1228 Plan-les-Ouates",1228,Plan-les-Ouates,tel:+41227062222,https://www.local.ch/en/d/plan-les-ouates/1228/dental-clinic/centre-de-soins-dentaires-de-plan-les-ouates-rs-IJXc9WiFEQ-CNNhk9Rg
Centre de soins dentaires de Vésenaz,"Route de Thonon 65, 1222 Vésenaz",1222,Vésenaz,tel:+41227220422,https://www.local.ch/en/d/vesenaz/1222/dental-clinic/centre-de-soins-dentaires-de-vesenaz-oqcv0knX6E0M_bT-7Gu9uw
Centre Dentaire Champel,"Avenue Krieg 4, 1208 Genève",1208,Genève,tel:+41229597500,https://www.local.ch/en/d/geneve/1208/dentist/centre-dentaire-champel-7xiX4p3rmkGI-f85TomDoA
Centre Dentaire Chêne-Bourg,"Chemin de la Gravière 3, 1225 Chêne-Bourg",1225,Chêne-Bourg,tel:+41228709494,https://www.local.ch/en/d/chene-bourg/1225/dentist/centre-dentaire-chene-bourg-pyUEwmchikmEGPOH5D8tIg
Centre Dentaire Dentremont,"Route de la Gravenne 16, 1933 Sembrancher",1933,Sembrancher,tel:+41275587836,https://www.local.ch/en/d/sembrancher/1933/dentist/centre-dentaire-dentremont-YjIXZMmJa-FVoXb6XEi4ZQ
Centre Dentaire Du Biopole,"Route de la Corniche 1, 1066 Epalinges",1066,Epalinges,tel:+41213318080,https://www.local.ch/en/d/epalinges/1066/dentist/centre-dentaire-du-biopole-rF5kNw2Zvyu-XBA_hOaYvw
Centre Dentaire du Seyon SA,"Rue du Seyon 10, 2000 Neuchâtel",2000,Neuchâtel,tel:+41327259000,https://www.local.ch/en/d/neuchatel/2000/oral-and-maxillofacial-surgery/centre-dentaire-du-seyon-sa-cBM8ok5Cnl5Ad0d35_C8qQ
centre dentaire et holistique clinique des bastions,"Rue Jean-Sénebier 20, 1205 Genève",1205,Genève,tel:+41791914368,https://www.local.ch/en/d/geneve/1205/dentist/centre-dentaire-et-holistique-clinique-des-bastions-vpuf6aYjFPf3t-hL1LPImQ
Centre Dentaire Lovières Tramelan,"Chemin des Lovières 2, 2720 Tramelan",2720,Tramelan,tel:+41324873737,https://www.local.ch/en/d/tramelan/2720/dentist/centre-dentaire-lovieres-tramelan-VF8LnMSlFiyA6TyEEfM5XA
Centre Médico-Dentaire Balexert Sàrl,"Avenue Louis-Casaï 27, 1209 Genève",1209,Genève,tel:+41229792222,https://www.local.ch/en/d/geneve/1209/dentist/centre-medico-dentaire-balexert-sarl-cmo0CnFUxpg_AvEM-5aSqQ
CENTRO LASER LUGANO SA,"Via Senago 42, 6912 Pazzallo",6912,Pazzallo,tel:+41919731088,https://www.local.ch/en/d/pazzallo/6912/eye-center/centro-laser-lugano-sa-hIv4tZEQAkG7Q9rpVBOE4A
CENTRO OCULISTICO LUGANO SA,"Riva Antonio Caccia 1b, 6900 Lugano",6900,Lugano,tel:+41919857050,https://www.local.ch/en/d/lugano/6900/eye-center/centro-oculistico-lugano-sa-j7fJMfi5C7PlH5rs-9QLOA
Centro Veterinario Buonamano,"Via Buonamano 10, 6612 Ascona",6612,Ascona,tel:+41917913030,https://www.local.ch/en/d/ascona/6612/vet/centro-veterinario-buonamano-wKy6_A5Bb33DDZBStyhksw
Centro Veterinario Orso Bruno,"Strada Ponte di Valle 26A, 6964 Davesco-Soragno",6964,Davesco-Soragno,tel:+41919308091,https://www.local.ch/en/d/davesco-soragno/6964/vet/centro-veterinario-orso-bruno-MedQ9qgNt1zOwDf7y3908g
CHD Clinique d'Hygiène Dentaire Genève,"Rue de Lausanne 65, 1202 Genève",1202,Genève,tel:+41229203333,https://www.local.ch/en/d/geneve/1202/dental-clinic/chd-clinique-d-hygiene-dentaire-geneve-Ya3N-aAvIGtl72PCGnWRuw
CHD Clinique d'Hygiène Dentaire Lausanne,"Route de Berne 1, 1010 Lausanne",1010,Lausanne,tel:+41216521000,https://www.local.ch/en/d/lausanne/1010/dental-clinic/chd-clinique-d-hygiene-dentaire-lausanne-GMEMhOpahlTofHBeksS1lg
CHD Clinique d'Hygiène Dentaire Meyrin,"Chemin de Riantbosson 19, 1217 Meyrin",1217,Meyrin,tel:+41225776262,https://www.local.ch/en/d/meyrin/1217/dental-clinic/chd-clinique-d-hygiene-dentaire-meyrin-oL41Ap6BeS_fz6tfE6mQPQ
CHD Clinique d'Hygiène Dentaire Yverdon,"Avenue Haldimand 105, 1400 Yverdon-les-Bains",1400,Yverdon-les-Bains,tel:+41244596000,https://www.local.ch/en/d/yverdon-les-bains/1400/dental-hygiene/chd-clinique-d-hygiene-dentaire-yverdon-Ch0Cla-hphiD5wj5oAdYPw
Citysmile Clinique Dentaire,"Boulevard de Saint-Georges 72, 1205 Genève",1205,Genève,tel:+41227810810,https://www.local.ch/en/d/geneve/1205/dentist/citysmile-clinique-dentaire-v2-j49Ib8Z9JFWkX50y49A
Clear Vision Centre Ophtalmologique SA,"Avenue Peschier 41, 1206 Genève",1206,Genève,,https://www.local.ch/en/d/geneve/1206/ophthalmology/clear-vision-centre-ophtalmologique-sa-7EIYe1OK5ELyySPsQSrwgg
Clinica Santa Croce SA,"Via al Parco 27, 6644 Orselina",6644,Orselina,tel:+41917354141,https://www.local.ch/en/d/orselina/6644/psychiatry-and-psychotherapy/clinica-santa-croce-sa-54kC2YX98lcY8tTsP8kpeA
Clinicdent,"Schaffhauserstrasse 113, 8057 Zürich",8057,Zürich,tel:+41443616660,https://www.local.ch/en/d/zuerich/8057/dentist/clinicdent-Zks919e2Lw0K8pFSmUwQ5A
Clinique Dentaire Adent,"Rue du Panorama 16, 1800 Vevey",1800,Vevey,tel:+41219215588,https://www.local.ch/en/d/vevey/1800/dentist/clinique-dentaire-adent-9KvSRHygVQbiH1ClRZRJFQ
Dr. med. Courvoisier Salome,"Bahnhofstrasse 3, 8610 Uster",8610,Uster,tel:+41434978902,https://www.local.ch/en/d/uster/8610/dermatology-and-venereology/dr-med-courvoisier-salome-nbjiwGqBqEE35CuzLiW1LQ
De Francesco Antonio,"Via Luigi Lavizzari 20, 6850 Mendrisio",6850,Mendrisio,tel:+41916460565,https://www.local.ch/en/d/mendrisio/6850/dentist/de-francesco-antonio-G_PUbCbwCosUQNiJydkg1A
Denta Brice - Clinique Dentaire,"Route de Cossonay 28B, 1008 Prilly",1008,Prilly,tel:+41216246666,https://www.local.ch/en/d/prilly/1008/dental-clinic/denta-brice-clinique-dentaire-vjusRr17IzcneXob5Tpdbw
Dental Clinic Biel,"Nidaugasse 14, 2502 Biel/Bienne",2502,Biel/Bienne,,https://www.local.ch/en/d/biel-bienne/2502/dentist/dental-clinic-biel-7hxOX2KJYGd13cwCQCGNhw
Dental Suisse SA,"Via Famiglia Trevani 1, 6600 Locarno",6600,Locarno,tel:+41917512707,https://www.local.ch/en/d/locarno/6600/dentist/dental-suisse-sa-eDRqW7O9tPkNZLSR6pxmjg
DENTAL SWISS CLINICS - Cabinet dentaire,"Grand-Rue 52, 1820 Montreux",1820,Montreux,tel:+41219665454,https://www.local.ch/en/d/montreux/1820/dentist/dental-swiss-clinics-cabinet-dentaire-JYfqkI44kIwLClNkoOQnSg
Dentalcenter,"Sonnhalde 2, 3063 Ittigen",3063,Ittigen,tel:+41319211511,https://www.local.ch/en/d/ittigen/3063/dentist/dentalcenter-t_jUQEKxeZv522ze25EQPw
Dentalys Centre Dentaire d'Estavayer le Lac,"Grand-Rue 22, 1470 Estavayer-le-Lac",1470,Estavayer-le-Lac,tel:+41266631211,https://www.local.ch/en/d/estavayer-le-lac/1470/dental-clinic/dentalys-centre-dentaire-d-estavayer-le-lac-oQwTRPhswoXG-R7i6zgPPw
"Digital Zahnarztpraxis Rupperswil, Dr. med. dent. Marco Gabori","Stationsrain 3, 5102 Rupperswil",5102,Rupperswil,tel:+41628976000,https://www.local.ch/en/d/rupperswil/5102/dentist/digital-zahnarztpraxis-rupperswil-dr-med-dent-marco-gabori-F3izgBjHfopBeOW9Dw9TCw
Dr. med. Augenlaser Centrum St. Gallen AG,"Vadianstrasse 5, 9000 St. Gallen",9000,Gallen,tel:+41712787575,https://www.local.ch/en/d/st-gallen/9000/laser-medical-treatment/dr-med-augenlaser-centrum-st-gallen-ag-6cQTTGt-dCvTy2yAVu1nmw
Dr. med. dent. Morgantini Alain - Dr. med. dent. Campana Andrea,"Via San Gottardo 56, 6648 Minusio",6648,Minusio,tel:+41917438766,https://www.local.ch/en/d/minusio/6648/dentist/dr-med-dent-morgantini-alain-dr-med-dent-campana-andrea-xBD3qBEaE0FCwgizc5VvGQ
Dres. med. dent. Herzog Claudio und Guido,"Spitalgasse 1, 8400 Winterthur",8400,Winterthur,tel:+41522690555,https://www.local.ch/en/d/winterthur/8400/orthodontics/dres-med-dent-herzog-claudio-und-guido-SX31Bz4dCU6qep8pP_Bkzw
Ecodental SA,"Avenue des Roses 16, 1009 Pully",1009,Pully,tel:+41217114081,https://www.local.ch/en/d/pully/1009/dental-and-dental-hygiene-supplies/ecodental-sa-VNuYjs91GsfJC1qsovCQyQ
Engeli Jolanda,"Rue du Stand 1, 1062 Sottens",1062,Sottens,tel:+41219055190,https://www.local.ch/en/d/sottens/1062/vet/engeli-jolanda-kmUrXh5roAfLm8BvKeWlgg
ENNETSeeKLINIK für Kleintiere,"Rothusstrasse 2B, 6331 Hünenberg",6331,Hünenberg,tel:+41417808080,https://www.local.ch/en/d/huenenberg/6331/vet/ennetseeklinik-fuer-kleintiere-l2xP5NggR8hMHGbfYjC9aA
ERDODENT SA,"Rue des Cerisiers 2, 1752 Villars-sur-Glâne",1752,Villars-sur-Glâne,tel:+41263471752,https://www.local.ch/en/d/villars-sur-glane/1752/paediatric-dentistry/erdodent-sa-V87xL02LNrhGGb9oDQKTWg
Espace Dentaire Domdidier,"Vy-d'Avenches 12, 1564 Domdidier",1564,Domdidier,tel:+41266752925,https://www.local.ch/en/d/domdidier/1564/dentist/espace-dentaire-domdidier-MiJqIEXbwKjlKziNSPftQg
Dr. med. dent. Fäh Reto,"Dorfstrasse 17A, 8630 Rüti ZH",8630,ZH,tel:+41552404455,https://www.local.ch/en/d/rueti-zh/8630/orthodontics/dr-med-dent-faeh-reto-dxBXbkiWQus6ywnjzuOXpQ
Dr. med. dent. Felk Svetlana,"Untertor 4, 8400 Winterthur",8400,Winterthur,tel:+41522134466,https://www.local.ch/en/d/winterthur/8400/dentist/dr-med-dent-felk-svetlana-eWpG4lC-IyxlejZIbg204Q
dr. med. Ferrari Giovanni,"Via Giovanni Nizzola 2, 6900 Lugano",6900,Lugano,tel:+41919133000,https://www.local.ch/en/d/lugano/6900/allergology-and-clinical-immunology/dr-med-ferrari-giovanni-eSqrGK3kkDUFXyn72k6r2w
Dr. med. Fischer Andrea,"Palmstrasse 28, 8400 Winterthur",8400,Winterthur,tel:+41522124977,https://www.local.ch/en/d/winterthur/8400/ophthalmology/dr-med-fischer-andrea-HdpByqD6eRq9gBFdz5xpfw
Fornasari Jean-Christophe,"Route de Chancy 28, 1213 Petit-Lancy",1213,Petit-Lancy,tel:+41223494676,https://www.local.ch/en/d/petit-lancy/1213/eye-prosthesis/fornasari-jean-christophe-Bwi8nR-93NIbrHwRDq1WAQ
Fradent Espace dentaire SA,"Chemin des Crêts 16, 1630 Bulle",1630,Bulle,,https://www.local.ch/en/d/bulle/1630/dentist/fradent-espace-dentaire-sa-ObXFjf2eiUGdUx9FTO8C7Q
FRENKENKLINIK,"Hauptstrasse 49, 4435 Niederdorf",4435,Niederdorf,tel:+41619618577,https://www.local.ch/en/d/niederdorf/4435/dentist/frenkenklinik-etrDuAEXY_bZmYY8vsIWVA
Gauderon Vétérinaire,"Route de la Glâne 107, 1752 Villars-sur-Glâne",1752,Villars-sur-Glâne,tel:+41264022544,https://www.local.ch/en/d/villars-sur-glane/1752/vet/gauderon-veterinaire-13pZaxz8OS3jPVtg9hEf9Q
Geneva Dental Clinic,"Rue du Rhône 61, 1204 Genève",1204,Genève,tel:+41228108877,https://www.local.ch/en/d/geneve/1204/dental-clinic/geneva-dental-clinic-3E-UOzzoNNQgDhjyUD2B8Q
